ownerId,quesId,summary,tags
-1,2573135,Python progression path - From apprentice to guru,python
619361,7026507,Why are static variables considered evil?,"java,static"
578462,6003884,How do I check for null values in JavaScript?,"javascript,null,compare,comparison"
63094,4476526,"Do I use <img>, <object>, or <embed> for SVG files?","html,svg,vector-graphics"
38889,1064271,ASP.NET MVC - Set custom IIdentity or IPrincipal,"asp.net,asp.net-mvc,forms-authentication,iprincipal,iidentity"
718762,5893163,What is the purpose of the single underscore “_” variable in Python?,"python,variables,naming-conventions,metasyntactic-variable"
207008,1720244,Create new user in MySQL and give it full access to one database,"mysql,access-control,database-security"
867549,18172851,Deleting DataFrame row in Pandas based on column value,"python,pandas"
-1,1009860,How to read/process command line arguments?,"python,command-line,command-line-arguments"
1132363,14318234,How do I ignore an error on 'git pull' about my local changes would be overwritten by merge?,"git,git-pull,git-stash"
392,187655,Are HTTPS headers encrypted?,"security,post,encryption,https,get"
306651,5192512,How can I clear or empty a StringBuilder? [duplicate],"java,stringbuilder"
8946,376253,Stretch and scale CSS background,"html,css"
730,162304,"How do I shutdown, restart, or log off Windows via a bat file?","windows,batch-file,command-line,restart,shutdown"
767581,7117949,How To Auto-Format / Indent XML/HTML in Notepad++,"html,xml,notepad++,auto-indent,autoformatting"
88216,726690,What killed my process and why?,"linux,process,kill,signals"
172637,1761051,Difference between \n and \r?,"newline,carriage-return"
-1,83073,Why not use tables for layout in HTML? [closed],"html,css"
160992,7933460,How do you write multiline strings in Go?,"string,go,multiline"
66851,5869216,How to store Node.js deployment settings/configuration files?,"node.js,configuration-files"
336019,2831059,How to drop columns using Rails migration,"ruby-on-rails,ruby,database,activerecord,rails-migrations"
766177,16015548,Tool for sending multipart/form-data request [closed],multipartform-data
822229,8423217,jQuery checkbox checked state changed event,"javascript,jquery,event-handling"
321973,5717026,How to git-cherry-pick only changes to certain files?,"git,github,cherry-pick"
30099,899209,How do I test if a string is empty in Objective-C?,"ios,objective-c,nsstring"
341443,3144940,Set ImageView width and height programmatically?,"java,android,android-emulator,android-widget"
937730,7368789,Convert all strings in a list to int,"python,list,int"
1276460,10213703,How do I view events fired on an element in Chrome DevTools?,"javascript,google-chrome-devtools"
465546,10418975,How to change line-ending settings,"git,msysgit"
811947,6623231,Remove ALL white spaces from text,"javascript,jquery"
109305,1337320,How to grep Git commit diffs or contents for a certain word?,"git,search,grep"
-1,1673841,Examples of GoF Design Patterns in Java's core libraries,"oop,design-patterns,java"
238306,3025361,C# DateTime to “YYYYMMDDHHMMSS” format,"c#,datetime"
84278,1755345,Difference between object and class in Scala,"scala,class,object"
-1,121203,How to detect if JavaScript is disabled?,"javascript,html,code-snippets"
-1,1167361,How do I convert an enum to a list in C#? [duplicate],"c#,.net,enums"
297119,4486034,Get root view from current activity,"android,android-activity,view"
920383,9153571,Is there a way to get version from package.json in nodejs code?,"node.js,npm,version,versioning"
115543,1254542,What is bootstrapping?,bootstrapping
277734,2346806,What is a segmentation fault?,"c++,c,segmentation-fault"
1106247,14290857,SQL SELECT WHERE field contains words,"sql,select"
9279156,50605219,Difference between npx and npm?,"javascript,npm,npx"
6759,261638,How do I protect Python code? [closed],"python,licensing,obfuscation,copy-protection"
302677,5095183,How would I run an async Task<T> method synchronously?,"c#,asynchronous,c#-5.0,async-await"
27081,1314732,Scala vs. Groovy vs. Clojure [closed],"scala,groovy,clojure,language-comparisons"
1101095,11321491,"When to use single quotes, double quotes, and backticks in MySQL","mysql,sql,quotes"
50109,1458633,How to deal with floating point number precision in JavaScript?,"javascript,floating-point"
795016,10765755,How to apply multiple transforms in CSS?,"css,css-transforms"
432,9410,How do you pass a function as a parameter in C?,"c,function,pointers,syntax,parameters"
30563,3348816,IntelliJ: Never use wildcard imports,"java,intellij-idea,settings"
97434,9023672,How do I resolve “Cannot find module” error using Node.js?,node.js
248664,6851660,Version vs build in Xcode,"ios,xcode"
510017,28770415,ECMAScript 6 arrow function that returns an object,"javascript,ecmascript-6,arrow-functions"
902885,9847213,How do I get the day of week given a date?,"python,datetime,weekday"
268543,3327013,How to determine the current shell I'm working on,"bash,unix,shell,csh,tcsh"
120120,983267,How to access the first property of a Javascript object?,"javascript,object"
541686,12887700,Can code that is valid in both C and C++ produce different behavior when compiled in each language?,"c++,c"
4314588,30884131,Remove trailing spaces automatically or with a shortcut,"visual-studio-code,vscode-settings"
47110,420456,Open terminal here in Mac OS finder [closed],"macos,terminal,finder"
179855,4528506,How to check if a specific key is present in a hash or not?,"ruby,data-structures,associative-array"
3399,104420,How to generate all permutations of a list?,"python,algorithm,permutation,combinatorics,python-2.5"
330515,2998832,git pull fails “unable to resolve reference” “unable to update local ref”,"git,git-pull"
1654520,32056324,There is no tracking information for the current branch,"git,github,git-pull"
134713,2550774,What is size_t in C?,"c,int,size-t"
1001224,8988855,Include another HTML file in a HTML file,"javascript,html,dom,include"
43907,3218910,Rename a file in C#,"c#,file,rename"
304725,4010039,Equivalent of “continue” in Ruby,"ruby,keyword,continue"
1002758,19491336,How to get URL parameter using jQuery or plain JavaScript?,"jquery,url,parameters,query-string,querystringparameter"
111435,1151987,Can I set an unlimited length for maxJsonLength in web.config?,"asp.net,asp.net-mvc,json"
10569,279561,What is the Python equivalent of static variables inside a function?,python
3715,1885525,How do I prompt a user for confirmation in bash script? [duplicate],bash
4140472,26355645,Error in launching AVD with AMD processor,"android,intel,avd,haxm"
36036,303956,Select <a> which href ends with some string,"jquery,string,anchor,href"
1296280,24007650,@selector() in Swift?,"swift,selector,nstimer"
375569,6392739,What does the “at” (@) symbol do in Python?,"python,syntax,python-decorators"
191201,2447791,define() vs. const,"php,constants"
595771,4843158,Check if a Python list item contains a string inside another string,"python,string"
125921,4344017,How can I get the concatenation of two lists in Python without modifying either one? [duplicate],"python,concatenation,sequence,list-manipulation"
570120,11302639,Delete forked repo from GitHub,"git,github"
3118684,31163693,How do I conditionally add attributes to React components?,"javascript,reactjs"
602260,5049852,Android Drawing Separator/Divider Line in Layout?,"android,layout,draw"
-1,1315621,Implementing INotifyPropertyChanged - does a better way exist?,"c#,.net,winforms,inotifypropertychanged"
6946,110259,Which Python memory profiler is recommended? [closed],"python,performance,memory-management,profiling"
161922,1049728,How do I see what character set a MySQL database / table / column is?,"sql,mysql,unicode,character-encoding,collation"
107544,9655181,How to convert a byte array to a hex string in Java?,"java,bytearray,hex"
2635,150479,"Order of items in classes: Fields, Properties, Constructors, Methods","c#,.net,coding-style,code-cleanup,code-structure"
4777,85992,How do I enumerate the properties of a JavaScript object? [duplicate],"javascript,properties"
315427,2826029,Passing additional variables from command line to make,"makefile,gnu,command-line-arguments"
636161,5207160,What is a CSRF token? What is its importance and how does it work?,csrf
23447,706076,Vim delete blank lines,"vim,vi"
118544,1019793,How can I convert String to Int?,"c#,.net,string,int,type-conversion"
179235,2109325,How do I strip all spaces out of a string in PHP? [duplicate],"php,string,spaces"
42024,643782,How to check whether an object is a date?,"javascript,date"
859961,42796887,Switch focus between editor and integrated terminal in Visual Studio Code,visual-studio-code
-1,11694546,"Divide a number by 3 without using *, /, +, -, % operators","c,math,division,divide"
2494,387707,"What techniques can be used to define a class in JavaScript, and what are their trade-offs?","javascript,oop,class"
13673,156275,"What is the equivalent of the C++ Pair<L,R> in Java?","java,tuples,std-pair"
280989,2332330,Eclipse HotKey: how to switch between tabs?,"eclipse,tabs,hotkeys"
1786,41244,Dynamic LINQ OrderBy on IEnumerable<T> / IQueryable<T>,"c#,linq,linq-to-objects"
1141343,45022048,Why does “npm install” rewrite package-lock.json?,"node.js,npm,npm-install,package-lock.json"
1205914,9671546,AsyncTask Android example,"android,android-asynctask"
855425,7067966,Why doesn't adding CORS headers to an OPTIONS route allow browsers to access my API?,"node.js,express,coffeescript,cors"
147390,7856416,View a file in a different Git branch without changing branches,"git,version-control,branch,git-branch"
409,1289026,Syntax for a single-line Bash infinite while loop,"bash,loops,while-loop"
628770,6794000,Fixed position but relative to container,"css,position,css-position,fixed"
634710,6062192,There is already an open DataReader associated with this Command which must be closed first,"c#,entity-framework,entity-framework-4"
-1,1191282,How to see the changes between two commits without commits in-between?,"git,diff"
194562,2483659,Interop type cannot be embedded,"c#,visual-studio-2010,visual-studio,c#-4.0"
-1,3558119,Are (non-void) self-closing tags valid in HTML5?,"html,syntax,w3c-validation"
1303193,16296622,Rename column SQL Server 2008,"sql,sql-server,sql-server-2008,alter-table"
970810,10398931,How to remove text from a string?,"javascript,string"
23420,1092631,"Get current time in seconds since the Epoch on Linux, Bash","linux,bash,datetime"
248959,5376431,Wildcards in jQuery selectors,"jquery,jquery-selectors,sizzle"
326849,15501673,How can I temporarily disable a foreign key constraint in MySQL?,"mysql,sql,django,django-models"
23120,191757,How to concatenate a std::string and an int?,"c++,int,concatenation,stdstring"
145349,1386275,Why is Java Vector (and Stack) class considered obsolete or deprecated?,"java,vector,stack,deprecated,obsolete"
7883,714877,Setting Windows PowerShell environment variables,"windows,powershell"
-1,18050071,PHP parse/syntax errors; and how to solve them,"php,parsing,debugging,syntax-error"
-1,1669,Learning to write a compiler [closed],"compiler-construction,language-agnostic"
55366,3510673,Find and kill a process in one line using bash and regex,"regex,bash,terminal,awk"
-1,388483,How do you create a dropdownlist from an enum in ASP.NET MVC?,"c#,asp.net,asp.net-mvc"
1206952,13499040,How do search engines deal with AngularJS applications?,"html,angularjs,seo,search-engine,google-search"
143923,5408156,How to drop a PostgreSQL database if there are active connections to it?,postgresql
887235,11289551,"Argument list too long error for rm, cp, mv commands","linux,unix,command-line-arguments"
383,179085,Multiple Indexes vs Multi-Column Indexes,"sql-server,database,indexing"
29995,3988788,"What is a stack trace, and how can I use it to debug my application errors?","java,debugging,stack-trace"
599346,8215308,Using context in a fragment,"java,android,android-fragments,android-context"
4792,122105,What is the best way to filter a Java Collection?,"java,collections,filter"
89818,742013,How do I create a URL shortener?,"algorithm,url"
415349,9540990,Using Chrome's Element Inspector in Print Preview Mode?,"google-chrome,google-chrome-devtools,web-inspector,print-preview"
778581,5898656,Check if an element contains a class in JavaScript?,"javascript,html,css,dom"
3095,4597850,Gradle build without tests,gradle
1692,164926,How do I display a decimal value to 2 decimal places?,"c#,.net,format,decimal"
131404,1994463,How to cherry pick a range of commits and merge into another branch?,"git,git-merge,git-cherry-pick"
41177,742466,How can I reverse the order of lines in a file?,"shell,unix,command-line"
143804,1231688,How do I remove packages installed with Python's easy_install?,"python,packages,setuptools,easy-install"
341583,3828164,How do I access my SSH public key?,"git,ssh,rsa"
1862,51054,Batch file to delete files older than N days,"windows,date,batch-file,file-io,cmd"
-1,7153659,Generate an integer that is not among four billion given ones,"algorithm,file,search,out-of-memory,memory-limit"
18300,831681,How to display line numbers in 'less' (GNU),"unix,gnu"
777906,7421612,SLF4J: Failed to load class “org.slf4j.impl.StaticLoggerBinder”,"java,websphere,slf4j"
614800,12862659,How to verify that a specific method was not called using Mockito?,"java,tdd,mockito"
63051,1555779,How do I do redo (i.e. “undo undo”) in Vim?,"vim,undo,redo"
305870,2551775,Appending a vector to a vector [duplicate],"c++,stl,vector"
372457,3898130,Check if a user has scrolled to the bottom,"javascript,jquery,scroll,pagination"
340760,33527653,Babel 6 regeneratorRuntime is not defined,"javascript,node.js,babeljs"
9951,2081640,"What exactly do “u” and “r” string flags do, and what are raw string literals?","python,unicode,python-2.x,rawstring"
1331465,43871637,No 'Access-Control-Allow-Origin' header is present on the requested resource—when trying to get data from a REST API,"javascript,cors,fetch-api,preflight,access-control-allow-origin"
193304,1625234,How to append text to an existing file in Java?,"java,file-io,io,text-files"
3683,466764,Git command to show which specific files are ignored by .gitignore,"git,ignore"
51197,4848964,Difference between text and varchar (character varying),"string,postgresql,text,types,varchar"
2171928,23439126,How to mount a host directory in a Docker container,"docker,mount,boot2docker"
736023,15810278,if else statement in AngularJS templates,"if-statement,angularjs"
266827,2236747,What is the use of the JavaScript 'bind' method?,"javascript,function,bind"
440266,4796872,How to do a FULL OUTER JOIN in MySQL?,"sql,mysql,join,outer-join,full-outer-join"
62282,6876732,How do I get NuGet to install/update all the packages in the packages.config?,nuget
16759,106591,What is the volatile keyword useful for?,"java,multithreading,keyword,volatile"
115579,1059559,Split Strings into words with multiple word boundary delimiters,"python,string,split"
11574,154551,Volatile vs. Interlocked vs. lock,"c#,multithreading,locking,volatile,interlocked"
104874,2116558,Fastest method to replace all instances of a character in a string [duplicate],"javascript,string,replace"
-1,300855,JavaScript unit test tools for TDD,"javascript,unit-testing,tdd"
1016536,9943771,Adding a favicon to a static HTML page,"html,static,favicon"
116,1854,Python: What OS am I running on?,"python,cross-platform,platform-specific,platform-agnostic"
486456,4014823,Does a favicon have to be 32x32 or 16x16?,favicon
448679,4480075,Argparse optional positional arguments?,"python,argparse"
3713,253055,How do I push amended commit to the remote Git repository?,"git,git-commit,git-amend"
55562,2183900,How do I prevent 'git diff' from using a pager?,git
1924375,29810914,React js onClick can't pass value to method,"javascript,reactjs"
817657,13023920,How to export/import PuTTy sessions list?,"windows,registry,putty"
4883,56011,Single quotes vs. double quotes in Python [closed],"python,coding-style"
3291,202011,Encrypt and decrypt a string in C#? [closed],"c#,.net,encryption,mono,cryptography"
482717,16333790,Node.js quick file server (static files over HTTP),"node.js,http,fileserver"
197831,1844688,How to read all files in a folder from Java?,"java,file,io,directory"
122105,2051162,SQL multiple column ordering,"sql,sql-order-by"
164431,28889826,How to set focus on an input field after rendering?,"javascript,reactjs"
843463,18946662,Why shouldn't I use PyPy over CPython if PyPy is 6.3 times faster?,"python,performance,jit,pypy,cpython"
190352,12675147,How can we make xkcd style graphs?,"r,ggplot2,plot"
999,302122,jQuery Event Keypress: Which key was pressed?,"javascript,jquery,events,bind,keypress"
251924,2075337,Uncaught ReferenceError: $ is not defined?,"javascript,jquery,referenceerror"
141822,1559955,Host 'xxx.xx.xxx.xxx' is not allowed to connect to this MySQL server,"mysql,mysql-error-1130"
-1,35837,What is the Difference Between Mercurial and Git?,"git,version-control,mercurial,comparison,dvcs"
164299,7142622,What is the difference between @Inject and @Autowired in Spring Framework? Which one to use under what condition?,"java,spring,dependency-injection,autowired,inject"
4967110,31593201,How are iloc and loc different?,"python,pandas,indexing,dataframe"
-1,433907,How to link to apps on the app store,"ios,objective-c,app-store"
-1,824234,What is a callback function?,"language-agnostic,callback"
-1,5928061,Using a piano keyboard as a computer keyboard [closed],"keyboard,midi"
93004,7124726,git add only modified changes and ignore untracked files,"git,commit,gitignore,staging"
1190,3471827,How do I list all remote branches in Git 1.7+?,"git,branch,git-branch,remote-branch"
13913,557340,How to get the type of T from a member of a generic class or method?,"c#,.net,generics"
15250,311627,How to print a date in a regular format?,"python,datetime,date"
99618,3280006,"Duplicating a MySQL table, indices, and data",mysql
35364,2500436,How does “cat << EOF” work in bash?,"linux,bash,scripting,heredoc"
1095608,8488253,How to force cp to overwrite without confirmation,"linux,command-line,overwrite,cp"
172861,11621768,How can I make git accept a self signed certificate?,"git,version-control,https,self-signed"
662159,5455794,Removing whitespace from strings in Java,"java,whitespace"
117503,2967194,open() in Python does not create a file if it doesn't exist,"python,linux,file-io,file-permissions"
183527,11654562,How to convert byte array to string [duplicate],"c#,arrays,binaryreader"
484099,9683279,Make the current commit the only (initial) commit in a Git repository?,"git,github,git-commit"
912,12159,How should I unit test multithreaded code?,"multithreading,unit-testing"
246568,3175035,Does a “Find in project…” feature exist in Eclipse IDE?,"eclipse,find"
546661,7451524,Why aren't ◎ܫ◎ and ☺ valid JavaScript variable names?,"javascript,naming-conventions,invalid-characters"
20398,9110300,Can I write a CSS selector selecting elements NOT having a certain class or attribute?,"html,css,css-selectors"
11677,240178,List of lists changes reflected across sublists unexpectedly,"python,list,nested-lists,mutable"
-1,1328638,Placeholder in UITextView,"ios,objective-c,cocoa-touch,uitextview,placeholder"
135124,7811163,Query for documents where array size is greater than 1,"mongodb,mongodb-query"
630267,18529274,Change navbar color in Twitter Bootstrap,"css,twitter-bootstrap,twitter-bootstrap-3,bootstrap-4,navbar"
26927,209905,Representational state transfer (REST) and Simple Object Access Protocol (SOAP),"rest,soap"
57132,491595,Best way to parse command line arguments in C#? [closed],"c#,.net,command-line-arguments"
184773,1784780,How to break out of jQuery each Loop,"jquery,loops"
31406,263191,"In C#, should I use string.Empty or String.Empty or “” to intitialize a string?","c#,.net,string,initialization"
126680,1053467,How do I save a String to a text file using Java?,"java,file,file-io,text-files"
652731,7574502,Set default syntax to different filetype in Sublime Text 2,"sublimetext2,text-editor,sublimetext"
455276,10458437,What is the difference between dict.items() and dict.iteritems() in Python2?,"python,dictionary,python-2.x"
5486494,43006550,How to use *ngIf else?,"angular,if-statement,angular-template"
277603,9903541,Finding diff between current and last version,git
-1,1103994,How to run multiple .BAT files within a .BAT file,"batch-file,cmd"
14316,40352684,What is the equivalent of Java static methods in Kotlin?,"java,kotlin,static"
614112,30140112,How do I hide certain files from the sidebar in Visual Studio Code?,"visual-studio-code,vscode-settings"
63051,637827,Redirect stderr and stdout in Bash,"bash,shell,stdout,io-redirection,stderr"
998316,8023306,Get key by value in dictionary,"python,dictionary"
259541,3495926,Can I catch multiple Java exceptions in the same catch clause?,"java,exception,try-catch,multi-catch"
8206,181530,Styling multi-line conditions in 'if' statements? [closed],"python,coding-style,if-statement"
51816,518021,Is arr.__len__() the preferred way to get the length of an array in Python?,"python,arrays,methods"
82156,1521640,Standard Android Button with a different color,"android,android-layout"
1227172,10422949,CSS Background Opacity [duplicate],"html,css,opacity"
157237,1885557,Simplest code for array intersection in javascript,"javascript,data-structures,intersection"
50899,940382,What is the difference between . (dot) and $ (dollar sign)?,"haskell,syntax,function-composition"
6386,119123,Why isn't sizeof for a struct equal to the sum of sizeof of each member?,"c++,c,struct,sizeof,c++-faq"
1084,1267869,How can I force division to be floating point? Division keeps rounding down to 0?,"python,floating-point,integer,division,python-2.x"
4465,120876,What are the rules for calling the superclass constructor?,"c++,inheritance,constructor"
2893843,31590714,getColor(int id) deprecated on Android 6.0 Marshmallow (API 23),"android,android-resources,android-6.0-marshmallow,android-mnc"
179736,6851909,How do I delete everything in Redis?,redis
434407,10839131,Implements vs extends: When to use? What's the difference?,"java,inheritance,interface,extends,implements"
122536,8191459,How do I update Node.js?,"node.js,software-update"
1128680,12829608,Text-align class for inside a table,"html,css,twitter-bootstrap,text-align"
238303,10213009,Solr vs. ElasticSearch [closed],"search,solr,lucene,elasticsearch"
3713,442704,How do you handle multiple submit buttons in ASP.NET MVC Framework?,"c#,html,asp.net-mvc,http-post,form-submit"
399397,15008758,Parsing boolean values with argparse,"python,boolean,argparse,command-line-arguments"
191814,1583219,How to do a recursive find/replace of a string with awk or sed?,"bash,sed,awk,replace"
180663,2892729,MongoDB vs. Cassandra [closed],"mongodb,database-design,cassandra,database"
516389,35269179,Angular: conditional class with *ngClass,"javascript,css,angular,angular-template,angular-ng-class"
5441,367711,What is the best collation to use for MySQL with PHP? [closed],"php,mysql,encoding,collation"
106224,3009380,What's the shebang/hashbang (#!) in Facebook and new Twitter URLs for?,"facebook,url,twitter,fragment-identifier,hashbang"
515659,5592994,Remove the last character from a string [duplicate],php
2755,314636,How do you select a particular option in a SELECT element in jQuery?,jquery
240950,6618002,Using @property versus getters and setters,"python,properties,getter-setter"
1150778,11183788,"In a Git repository, how to properly rename a directory?","git,directory,rename"
448452,3437897,How do I get a class instance of generic type T?,"java,generics"
62009,626898,How do I create delegates in Objective-C?,"ios,objective-c,cocoa,callback,delegates"
-1,12748246,Sorting 1 million 8-decimal-digit numbers with 1 MB of RAM,"algorithm,sorting,embedded,ram"
111683,1535631,Static variables in JavaScript,"javascript,variables,static,closures"
69983,3496269,How do I put a border around an Android textview?,"android,android-layout,textview,android-shapedrawable"
50773,432842,How do you get the logical xor of two variables in Python?,"python,logical-operators"
125562,3413470,"What is std::move(), and when should it be used?","c++,c++11,move-semantics,c++-faq,stdmove"
238123,4105331,How do I convert from int to String?,"java,string,type-conversion"
1527750,44629890,What is a 'workspace' in Visual Studio Code?,visual-studio-code
1273455,9733638,How to POST JSON data with Python Requests?,"python,json,python-requests,cherrypy"
1304456,12827266,get and set in TypeScript,typescript
467090,4271740,How can I use Python to get the system hostname?,"python,hostname"
905,13049,What's the difference between struct and class in .NET?,".net,class,struct,value-type,reference-type"
36474,520064,"What are unit tests, integration tests, smoke tests, and regression tests?","unit-testing,testing,definition"
6621,132445,Direct casting vs 'as' operator?,"c#,casting"
192,200574,LINQ equivalent of foreach for IEnumerable<T>,"linq,foreach,ienumerable"
143378,3285412,What's the best way to limit text length of EditText in Android,"android,android-edittext,maxlength"
2275,3743222,How do I convert a datetime to date?,"python,datetime"
915064,12806386,Is there any standard for JSON API response format?,json
1353717,10298291,Cannot push to GitHub - keeps saying need merge,git
114066,3185103,How to define a circle shape in an Android XML drawable file?,"android,android-drawable,shapes"
1277546,10786042,Java URL encoding of query string parameters,"java,http,url,encoding,urlencode"
304881,2620444,How to prevent a dialog from closing when a button is clicked,"android,dialog,android-alertdialog,android-dialog,android-dialogfragment"
174375,9032856,What is the explanation for these bizarre JavaScript behaviours mentioned in the 'Wat' talk for CodeMash 2012?,javascript
12950,346372,"What's the difference between faking, mocking, and stubbing?","unit-testing,mocking,language-agnostic,terminology,definition"
548167,4486787,"Jackson with JSON: Unrecognized field, not marked as ignorable","java,json,data-binding,jackson"
619734,8499633,How to display Base64 images in HTML?,"html,image,base64,inline"
904316,18215389,How do I measure request and response times at once using cURL?,"curl,time,upload,download,measure"
1098278,8508275,How to center a “position: absolute” element,"html,css,css-position,centering"
546384,4763519,Loaded nib but the 'view' outlet was not set,"ios,cocoa-touch,interface-builder,xib"
2445075,19758598,What is sr-only in Bootstrap 3?,"html,css,twitter-bootstrap,twitter-bootstrap-3"
1348195,22519784,How do I convert an existing callback API to promises?,"javascript,node.js,callback,promise,bluebird"
90745,909555,How can I get the assembly file version,"c#,.net,assemblies,version"
2668128,20813486,Exploring Docker container's file system,"linux,docker,filesystems"
303477,19026884,Flexbox: center horizontally and vertically,"html,css,flexbox"
111691,979662,How to detect pressing Enter on keyboard using jQuery?,"javascript,jquery,keyboard-events,enter,jquery-events"
40521,1643320,Get month name from Date,"javascript,date,date-format,time-format"
39036,1378274,"In a Bash script, how can I exit the entire script if a certain condition occurs?","bash,scripting,exit,exit-code"
40909,899103,Writing a list to a file with Python,"python,file,list,file-io,newline"
35338,319530,RESTful Authentication,"rest,authentication,restful-authentication,rest-security"
39677,2858121,How can I convert a comma-separated string to an array?,"javascript,string,split"
174284,3065650,What's the simplest way to list conflicted files in Git?,"git,git-merge,git-merge-conflict"
507674,14007655,Remove IE10's “clear field” X button on certain inputs?,"css,internet-explorer-10"
6305,116074,How do I ignore a directory with SVN?,"svn,version-control,directory"
167511,1397592,Difference between id and name attributes in HTML,"html,attributes"
157247,4774054,Reliable way for a Bash script to get the full path to itself [duplicate],"bash,path"
2466277,17987647,Moment.js transform to date object,"javascript,momentjs"
9951,173868,How do I get a file extension in PHP?,"php,file-extension"
44852,12128331,How to change fontFamily of TextView in Android,"android,android-layout,textview,typeface"
844068,7075082,"What is __future__ in Python used for and how/when to use it, and how it works","python,python-2.x"
-1,12264970,Why is my program slow when looping over exactly 8192 elements?,"c++,performance,memory-management,gcc"
611181,5592345,How to select a radio button by default? [duplicate],"html,radio-button"
3780553,29041027,Android getResources().getDrawable() deprecated API 22,"android,android-drawable,android-resources,android-5.1.1-lollipop"
98003,849308,pull/push from multiple remote locations,git
531762,15826202,Where is Java Installed on Mac OS X?,"java,macos"
131238,1221559,Count(*) vs Count(1) - SQL Server,"sql,sql-server,performance"
197036,4142151,How to import the class within the same directory or sub directory?,"python,python-import"
1779488,13102045,Scanner is skipping nextLine() after using next() or nextFoo()?,"java,io,java.util.scanner"
54838,1634271,URL encoding the space character: + or %20?,"url,url-encoding"
2063042,16869024,What is __pycache__?,"python,python-3.x,caching"
1204054,11041405,Why dict.get(key) instead of dict[key]?,"python,dictionary"
1388,279237,Import a module from a relative path,"python,relative-path,python-import"
476410,20180543,How to check version of python modules?,python
179855,2989762,Multi-Line Comments in Ruby?,"ruby,comments"
164747,1896918,Running unittest with typical test directory structure,"python,unit-testing"
18017,360751,Can I embed a custom font in an iPhone application?,"ios,cocoa-touch,fonts"
31308,12709074,How do you explicitly set a new property on `window` in TypeScript?,typescript
32050,1300088,Distinct() with lambda?,"c#,c#-3.0,lambda,extension-methods"
1868316,14283270,How do I determine whether my calculation of pi is accurate?,"algorithm,math,language-agnostic,pi"
1148973,9419263,How to play audio?,"javascript,html,html5-audio"
1037526,22429003,How to Right-align flex item?,"html,css,flexbox"
-1,36707,Should a function have only one return statement?,"language-agnostic,coding-style"
709981,5678216,All possible array initialization syntaxes,"c#,arrays,syntax,array-initialization"
946509,8258517,How to check whether a string contains a substring in Ruby,"ruby,string"
23810,3876977,Update Git branches from master,"git,git-branch"
745,333664,How do I implement basic “Long Polling”?,"php,http,comet"
539679,7887011,How to drop a table if it exists?,"sql-server,tsql"
94077,1028668,Get first key in a (possibly) associative array?,"php,arrays"
69738,4754152,How do I remove version tracking from a project cloned from git?,"git,version,git-track"
386263,3296644,Hiding the scroll bar on an HTML page,"css,browser,scrollbar"
-1,88311,How to generate a random string in Ruby,"ruby,random,passwords"
-1,751681,Meaning of 'const' last in a function declaration of a class?,"c++,constants,declaration,c++-faq"
838242,6667201,How to define a two-dimensional array?,"python,matrix,syntax-error"
154280,1769403,What is the purpose and use of **kwargs?,"python,keyword-argument"
179736,6565471,How can I exclude directories from grep -R?,"linux,unix,grep"
314983,4701532,How to force maven update?,maven
33203,255414,Why can't I change directories using “cd” in a script?,"shell,cd,script"
1245800,16699247,What is a “cache-friendly” code?,"c++,performance,caching,memory,cpu-cache"
54547,682504,"What is a clean, Pythonic way to have multiple constructors in Python?","python,constructor"
5416,1065435,Can a CSS class inherit one or more other classes?,css
60598,1069666,Sorting object property by values,"javascript,sorting,properties,object"
58394,1051640,Correct way to add external jars (lib/*.jar) to an IntelliJ IDEA project,"java,intellij-idea"
271697,8866041,How can I list all collections in the MongoDB shell?,"mongodb,mongo-shell"
508377,4233873,How do I get extra data from intent on Android?,"android,android-intent"
317301,3004515,Sending an Intent to browser to open specific URL [duplicate],"android,android-intent"
193718,24003291,#ifdef replacement in the Swift language,"swift,xcode,preprocessor,preprocessor-directive"
139093,1139763,What does the “+” (plus sign) CSS selector mean?,"css,css-selectors"
937624,10075990,Upgrading Node.js to latest version,"node.js,upgrade"
1718174,32075498,Error retrieving parent for item: No resource found that matches the given name after upgrading to AppCompat v23,"android,android-studio,gradle"
576119,7310521,Node.js Best Practice Exception Handling,"node.js,exception-handling,serverside-javascript"
1237656,19003009,How to recover stashed uncommitted changes,"git,git-stash"
1310478,15524280,Service vs IntentService in the Android platform,"android,multithreading,android-service,android-intentservice"
1192486,28459418,Use of PUT vs PATCH methods in REST API real life scenarios,"json,rest,http,put,http-method"
39666,428109,Extract substring in Bash,"string,bash,shell,substring"
61156,1054984,How can I get column names from a table in SQL Server?,"sql,sql-server,sql-server-2008,tsql"
3998402,42374151,All com.android.support libraries must use the exact same version specification,"android,build.gradle"
9594,501407,Is there a git-merge --dry-run option?,"git,git-merge"
1112656,13866926,Is there a list of Pytz Timezones?,"python,django,pytz"
101662,1421862,Metadata file '.dll' could not be found,"c#,.net,wpf,visual-studio-2008,c#-3.0"
-1,500607,What are the lesser known but useful data structures?,"language-agnostic,data-structures,computer-science"
35737,274626,What is object slicing?,"c++,inheritance,c++-faq,object-slicing"
4653,215026,The located assembly's manifest definition does not match the assembly reference,"c#,reference,compiler-errors,dependencies,version"
2462,248011,How do I wrap text in a pre tag?,"html,css"
842663,6810425,Sql Server 'Saving changes is not permitted' error ► Prevent saving changes that require table re-creation,"sql-server-2008,save,ssms,menuitem"
1561363,24037711,Get the length of a String,"swift,string"
