answers,ownerId,quesId,summary,tags,views,votes
1,593154,49536492,Translate ninject ISecureDataFormat binding to Autofac,"c#,owin,inversion-of-control,ninject,autofac",25,25
0,4415642,51628081,Multiple Navigation Graphs in Android and Deep Links,"android,deep-linking,android-navigation",25,25
0,588959,51400618,Using torch.nn.DataParallel with a custom CUDA extension,"neural-network,deep-learning,pytorch,libtorch",25,25
2,281144,517795,Differences Between the Central Limit Theorem and Consistency,"probability,convergence,central-limit-theorem,consistency",6,6
2,60603,109195,Construction of positive integers by given rules,"mathematics,number-theory",5,5
1,4070848,39363839,JobScheduler: controlling delay from constraints being met to job being run,"android,alarmmanager,android-jobscheduler",26,26
0,9129324,47935251,iOS crash at CFAllocatedReferenceCountedObject,ios,25,25
17,92727,222652,Check B-powersmoothness,"code-golf,math,decision-problem",15,15
1,3744402,30776439,Accessibility focus of childviews in nestedscrollview,"android,accessibility",26,26
0,1402027,18410856,NSRangeException Out of Bounds error,"uilabel,nsattributedstring,nsrange,nsrangeexception",26,26
1,2030888,21056026,Prevent auto-saving of photos to gallery when uploading photos in Android Browser using input type=file capture=camera,"android,image,upload,camera,autosave",26,26
3,1389831,21514259,Android “couldn't log to binary event log: overflow”,"android,binary,overflow,android-4.4-kitkat",26,26
0,3760563,26057288,View Product Quantity based on Base UoM and Purchase UoM in OpenERP 7,openerp-7,26,26
1,2889530,27377465,How windows handle the clipboard interface with Xming?,"windows,delay,clipboard,paste,xming",26,26
1,869146,28856004,Is there an equivalent to Chrome's DevTools 'workspaces' in Firefox?,"google-chrome,firefox,source-maps",26,26
1,1696979,39329467,create variable in Kepserver with node-opcua,"node.js,node-opcua,kepserverex",26,26
0,1750246,15763823,UIActionSheet centralisation on rotation,"ios-simulator,uiactionsheet,autorotate",26,26
3,7043185,40782277,Angular UI Grid 'gridApi.infiniteScroll.on.needLoadMoreData' doesn't work with changes in data,"javascript,angularjs,angular-ui-grid,ui-grid",26,26
2,1859489,29715351,Showing status for the last list item in a ListView using ViewHolder,"android,android-listview,android-asynctask,android-viewholder,getview",26,26
5,4748029,36024412,Generic Angular Components - Optional Bindings,"javascript,angularjs,angularjs-directive",26,26
0,1390413,46935135,Why and when should we use JSON Web Tokens?,jwt,25,25
10,125099,170987,My tasks at work have turned away from what I applied to. How do I get back on track?,"communication,new-job,job-description,netherlands",48,48
1,135311,389083,Packing equal-size disks in a unit disk,"co.combinatorics,discrete-geometry,extremal-combinatorics,circle-packing",5,5
0,4877241,35556050,secTaskDiagnoseEntitlements MISSING keychain entitlements: no stored taskRef found,"ios,xcode,swift,watchos-2",24,24
3,136731,245223,Why did Dumbledore say there was “precious little to celebrate” specifically over the 11 years before Voldemort failed to kill baby Harry?,harry-potter,22,22
1,58945,36618274,Send custom object using Android native Binder,"android,c++,android-ndk,java-native-interface,android-binder",24,24
1,139513,245265,Book where humans and robots co-existed and slaves could earn freedom through playing games,"story-identification,books",19,19
1,853462,36908978,Keras not using multiple cores,"python-3.4,theano,blas,keras,openblas",24,24
1,6684299,41133171,Log error when accessing the apple menu in a Sandboxed macOS App,"swift,xcode,macos",24,24
0,1156245,42864262,Persistent warnings from earlier commands with RStudio,"r,rstudio",26,26
0,3900270,45281257,Crashing on iOS 11 inside of CFNetwork,"crash,crashlytics,cfnetwork,ios11",24,24
0,5488621,45439753,AIR Build Server Setup,"actionscript-3,jenkins,air,continuous-integration,adt",24,24
0,315702,34427893,WebView native crash: libwebviewchromium.so “Operation not permitted” - ILL_ILLOPC,"android,crash,android-webview,samsung-mobile",24,24
0,6025113,46772714,How to set encoding in PHP FPDI library,"php,pdf,fpdf,fpdi",24,24
2,3151675,46361410,What causes visual glitches with Xcode 9's iOS Simulator and how can I fix them?,"ios,xcode,ios-simulator",24,24
5,9390292,51414927,Calling filter methods in row after the previous is finished,"angular,angular5,primeng",24,24
3,3839882,38300923,Angular 2 Initial loading progress,angular,24,24
5,5511043,47385912,background geolocation ionic 3 not updating,"angular,ionic-framework,ionic2,ionic3",24,24
0,5222864,53901441,Android emulator authorization dialog appear “always allow from this computer” everytime,"android-studio,android-emulator",24,24
0,2833860,57027891,SwiftUI UITableView was told to layout its visible cells and other contents without in view hierarchy,"list,warnings,swiftui,view-hierarchy",24,24
1,119549,53127140,NPM lockfiles/shrinkwrap get random “dl” parameter tacked on to the “resolved” URL,"npm,artifactory,lockfile,npm-shrinkwrap",24,24
0,2624806,57493822,How to identify if device has in-display Biometric fingerprint support?,"android,android-fingerprint-api,in-display-fingerprint",24,24
0,5167801,58866560,flask_sqlalchemy `pool_pre_ping` only working sometimes,"python,mysql,flask,flask-sqlalchemy,connection-pooling",24,24
1,613114,59672465,Junit tests not working with Drools 5.4.0.Final and JDK 8,"java,maven,junit,java-8,drools",24,24
0,10758175,58686708,Execution policy exception registration failed and was skipped: Error Domain=NSPOSIXErrorDomain Code=1 “Operation not permitted”,"ios,cordova,ionic-framework,cordova-ios",21,21
0,13363205,64376608,Android Studio shows C++ file icon on every file,android-studio,24,24
2,1939282,60089596,"SMS retriever api android not working in vivo v15 pro, redmi note 4","android,kotlin,sms-retriever-api",21,21
0,8097840,63076002,Code formatter like nb_black for google colab,"google-colaboratory,pep8",24,24
3,135061,591014,Best way to write $\lim^1$,spacing,10,10
0,239879,60937046,How can I remove distortion introduced by librosa griffin lim?,"python,librosa,soundfile",21,21
3,83431,113240,Why the difference between Thanos on Titan and on Earth?,"plot-explanation,marvel-cinematic-universe,avengers-infinity-war",14,14
1,3891038,59007007,Is there an equivalent of “tools:layout=” for FragmentContainerView?,"android,android-studio",22,22
2,721611,43843079,Using “tail -f /dev/null” to keep container up fails unexpectedly,"docker,ubuntu-14.04",22,22
4,93171,115029,Is there such a thing as a dish being bland from too many flavors?,"flavor,spices,seasoning",29,29
2,6372326,49078164,How to debug Angular universal?,"node.js,angular,angular-universal",22,22
3,32035,221150,"Strange suction in toilet and sink, like a vacuum in the sewer pulling the water out","plumbing,drain,drainage,sewer",11,11
2,1379706,18459582,java.lang.IllegalStateException: getAttribute: Session already invalidated,"java,spring,session,spring-mvc,httpsession",22,22
1,778234,13132459,Webkit browser's inspector is missing a few things,"ubuntu,webkit,gtk,gtk3",22,22
1,1350902,53596389,Modal BottomSheetDialog with fullscreen ToolBar and Softkeyboard,"android,android-toolbar,android-softkeyboard,bottom-sheet",22,22
4,3396396,46585075,Android: How to make type converters (for Room) generic for all List of objects in Kotlin,"android,generics,kotlin,android-room",22,22
0,1032172,29848410,Custom IServiceProvider in WPF,wpf,22,22
1,272824,31130031,Google analytics problems after play services upgrade to 7.5,"android,google-analytics,google-play-services",22,22
0,1204143,25776671,Reading RGB images with an ImageReader,"android,android-camera",22,22
2,1795643,32974679,ios Xcode 7.0.1: ui unit testing stuck on “Waiting for accessibility to load”,"ios,xcode,unit-testing,xcode7",22,22
3,1195621,33907543,Xcode Server ibtool Build Failures,"ios,xcode,macos,xcode-server",22,22
0,824833,13063338,Error while building the whole enchilada in openmobster,"ubuntu,cloud,openmobster",22,22
1,702191,39120831,Selecting an option can cause VoiceOver to jump to top of page,"html,accessibility,voiceover",22,22
1,3485,45937854,"How to read from AsyncStorage in native code (Java, ObjectiveC/Swift)","java,android,ios,objective-c,react-native",22,22
1,811748,40397930,No symbol directories found - please check your native debug configuration,"android,gradle,configuration,android-ndk",22,22
0,1089153,45000910,Spacemacs Web Mode - Indentation not working as expected,"html,emacs,spacemacs",22,22
0,929075,34859497,Chrome custom tabs not opening other apps,"android,chrome-custom-tabs",22,22
0,2524877,51084241,What is `Can't find variable: loadHomepageTiles` error on iOS 11.3,"ios,ios11.3,ios11.4",22,22
1,7825979,48008486,Google play Subscriptions Free trial,"android,google-play,in-app-billing,in-app-subscription",22,22
0,-1,44913292,logcat error : E/ExtMediaPlayer-JNI: env->IsInstanceOf fails,"java,android,user-interface,albumart,mediametadataretriever",22,22
0,1068232,40395946,Compatibility of impredicative Set and function extensionality,coq,22,22
1,88111,58596686,How to profile React Native source code using Xcode/Instruments/Time Profiler,"javascript,ios,xcode,react-native,instruments",21,21
1,3453041,57541901,"C# performance profiler shows long pause, unable to determine what it is from the data provided","c#,performance,opentk",20,20
2,52101,100084,Why does UV radiation from the Sun cause skin cancer?,"cancer,biophysics,skin,radiation,uv",7,7
3,682958,60081319,Deadlock when many spark jobs are concurrently scheduled,apache-spark,20,20
1,6179247,50399092,Setting UIaccess altering behavior of ShowDialog,"c#,wpf",21,21
2,196688,557871,Why should BJTs be saturated in switching circuits?,"transistors,bjt,saturation",2,2
3,1651,146870,Perspective Arc Text in Illustrator,"adobe-illustrator,text,perspective",3,3
9,20458,563913,Is “Blitzkrieg” a word that average native speaker would understand?,"meaning,meaning-in-context",12,12
1,2554352,36955424,Instagram /tags/\(hashtag)/media/recent endpoint not returning pagination?,"ios,swift,instagram",21,21
2,4518577,52489770,How to generate sourcemaps using Angular CLI and upload them to Sentry?,"angular,continuous-integration,source-maps,sentry",21,21
1,183753,10262938,SQLAlchemy default filter,"python,sqlalchemy",21,21
1,3299333,51138460,Filtering render functions from CodeClimate method-lines check,"reactjs,code-climate",21,21
0,1879574,29875526,Backbone from NPM via JSPM,"jquery,backbone.js,jspm",21,21
0,2589007,32658307,AudioUnit: Error reported by mediaserverd - “Error 'what' getting client format for physical format”,"ios,ios9,audiounit",21,21
3,4896449,51298465,"Webpack error, Loading chunk failed","javascript,webpack,vue.js,babeljs",21,21
1,2150869,31352639,How to safely shutdown a Play Framework app,playframework,21,21
1,2885075,31705767,UIActivityViewController thinks my jpg is video when share by file URL,"ios,iphone,uiimage,uiactivityviewcontroller,uiactivity",21,21
1,5662760,34240166,Launch an Android Wear app with a “Start …” voice command,wear-os,21,21
3,3554734,23187180,finite field arithmetic over GF(2^n)?,"python,python-2.7,cryptography,number-theory,finite-field",21,21
0,4263108,36138747,Is it possible to access mouse events in a Visual Studio Code extension,"visual-studio-code,vscode-extensions",21,21
0,389200,30119422,Azure SDK Upgrade from 2.2 to 2.6,"azure,azure-sdk-.net",21,21
0,872351,34926845,Why is IE11 “Total memory” so much larger than heap snapshot size?,"internet-explorer,memory-leaks,ie-developer-tools",21,21
0,672421,37577047,"Is it possible to programmatically call a Chrome Custom Tab, but as “incognito mode”?",chrome-custom-tabs,21,21
0,6261129,36888264,Dynamodb streams in python,"amazon-dynamodb,boto3,amazon-dynamodb-streams",21,21
0,3169543,34456286,Haskell: How “cache” friendly is Lazy Eval / call by need,"haskell,caching,lazy-evaluation,call-by-need",21,21
4,108123,139344,Are new dividend investors severely disadvantaged by ongoing rising dividend growth stock prices?,investing,5,5
1,2801559,38195855,How to create an ArrayBuffer and data URI from Blob and File objects without FileReader?,"javascript,blob,fileapi,data-uri,typed-arrays",21,21
1,1907692,37485420,Android USSD which sim receive a ussd message or which sim slot receives a ussd message (dual sim phone),"android,mobile,ussd,dual-sim",21,21
4,50677,75946,Recommendations on how to buy clipless bike shoes,"shoes,clipless,pedals-clipless",3,3
2,17294,22012415,"PBRequester failed with Error -1001 “bad URL” for Apple Maps download on simulator, but not on device","ios,apple-maps",20,20
1,2263858,25169975,"Unity3D/Xcode: Debug Logs not available on Device, can't see in Console","ios,xcode,unity3d,xcode5.1",20,20
2,346804,31434909,Hide child process console window,"javascript,node.js,windows,child-process,forever",20,20
0,61164,26615139,How do I correctly configure a WCF NetTcp Duplex Reliable Session?,"wcf,configuration,duplex-channel",20,20
0,604004,29552048,How to redirect to another wiki page in GitHub flavored Markdown?,github-flavored-markdown,20,20
0,2423379,34685652,Choropleth map using folium and pandas,"python,choropleth,folium",20,20
0,3877726,40668431,Understanding JavaScript heap,javascript,20,20
1,987860,41678578,Websocket ServerEndpoint instance by subprotocol,"java,jakarta-ee,websocket,javax",20,20
0,121165,39776944,Get Chrome's “Recalculate Style” Profiling Event Affected DOM Elements,"css,performance,google-chrome,profiling",20,20
0,3711588,40579824,redirect sys.stdout to specific Jupyter Notebook cell,"python,ipython,jupyter-notebook,io-redirection,sys",20,20
1,7276386,47076989,"API error: <_UIKBCompatInputView: 0x13fd1d7c0; frame = (0 0; 0 0); layer = <CALayer: 0x1c4426e40>> returned 0 width, assuming UIViewNoIntrinsicMetric","ionic-framework,ionic2,ionic3",20,20
0,1348103,48355999,"Weird Native Crash - pid: 0, tid: 0 signal 11 (SIGSEGV), code 1 (SEGV_MAPERR)","android,java-native-interface,native,segmentation-fault",20,20
0,412107,41449749,How can I skip the first occurrence of a repeating UNCalendarNotificationTrigger?,"ios,usernotifications",20,20
0,465378,45360959,“Illegal type synonym family application in instance” with functional dependency,"haskell,functional-dependencies,type-families",20,20
2,3241889,41618538,Securing REST microservices with Spring Security,"spring,spring-security,microservices",20,20
3,2804071,49676338,Nextjs fails to find valid build in the '.next' directory in production node_env,"node.js,reactjs,docker,next.js",20,20
0,305020,50016949,Open .NET Core 2.0 dump in lldb on Linux - which lldb version?,"linux,ubuntu,.net-core,lldb",20,20
0,3689085,49807620,Using JQuery Server side datatables in ruby app and pagination shows blank page after 1st page,"jquery,datatables,server-side",20,20
4,1114926,50815811,Execution failed for task ':app:compileDebugJavaWithJavac':,"android,react-native,react-native-android,react-native-ios",20,20
0,878126,49930676,"How does “parallel apps” feature work on OnePlus 3 devices, and how can we use Intents properly with them?","android,oneplusthree,parallel-apps",20,20
2,-1,51051833,Chrome Extension Persistent,"google-chrome,google-chrome-extension,google-chrome-devtools",20,20
0,3329836,47789257,.Net Core Process.Start on Linux,".net,linux,.net-core",20,20
0,3448003,49643383,HTTP/2 protocol not working with okhttp,"android,retrofit,retrofit2,okhttp,okhttp3",20,20
0,5274202,52879259,completionHandler of the 2 methods performFetchWitchCompletionHandler AND didReceiveRemoteNotification interfere each other?,"ios,swift,completionhandler,background-fetch",20,20
2,10056073,53495230,"Cookies don't show up in developer console of Safari/Chrome with Set-Cookie Header, but exist when looking at server logs","javascript,ajax,cookies,google-chrome-devtools,safari-web-inspector",20,20
0,7687388,54929200,How do closures infer their type based on the trait they're required to implement?,"generics,rust,closures,traits",20,20
0,7586765,52974137,Populating nested dropdowns using backpack for laravel,"php,laravel,backpack-for-laravel",20,20
0,1481095,53844996,Windows native callback only returns 32 bit result on 64 bit platform,go,20,20
4,7409203,52078925,How to use SignalR in Unity3d?,"unity3d,nuget,signalr",20,20
1,11428323,55908423,"How to find multidimensional path of exact 0 cost with 1, 0, -1 weights","algorithm,graph-algorithm,path-finding",20,20
0,7562022,56671017,Event Data Collected by Firebase Analytics DebugView Is Incomplete,"ios,firebase,firebase-analytics",20,20
3,8380398,57170737,Cannot run tflite model on GPU (Jetson Nano) using Python,"python,tensorflow,tensorflow-lite,nvidia-jetson",20,20
0,3082944,55419708,Yarn ignore-engines for specific packages,"node.js,yarnpkg",20,20
0,6781873,39264501,Writing Coverity model: pointer in struct ALWAYS points to tainted data,"code-analysis,coverity",21,21
0,2422749,39565367,enum of objects in swagger UI?,"swagger,swagger-ui,swagger-2.0",21,21
0,74316,40987263,Using MVC .Net Core Tag Helpers in MVC 5,"asp.net-mvc-5,tag-helpers",21,21
1,266720,41174003,How do I make make/ninja limit parallelism based on memory pressure?,"memory,makefile,build,parallel-processing",21,21
0,492336,41186897,Hook OData's $metadata response and convert it from XML to JSON,"c#,json,asp.net-web-api,odata",21,21
0,1275011,45178143,How do I update the Cordova version used by VS2017 Apache cordova Tools?,visual-studio-cordova,21,21
1,6620425,41751811,How to Programmatically Clear Bluetooth Cache using GattServer,"android,bluetooth,bluetooth-lowenergy,clear-cache,bluetooth-peripheral",21,21
1,1583045,42386497,AVAudioPlayerNode lastRenderTime,"ios,avaudioengine,avaudioplayernode",21,21
2,1740814,45377887,Google's mobile-friendly test - couldn't load resources,google-webmaster-tools,21,21
2,1222951,46263274,How can I prevent sphinx from displaying the full path to my class?,"python,python-sphinx,sphinx-apidoc",21,21
0,1271445,43797396,CertPathValidatorException: Trust anchor for certification path not found,"android,ssl,okhttp3,okhttp",21,21
0,3662343,48308121,Swagger definition for firebase authentication,"firebase,firebase-authentication,google-oauth,swagger,swagger-ui",21,21
1,685847,47302166,How to integrate Google lens in my app?,"android,google-goggles",21,21
0,188740,48603909,Facebook Open Graph og:video tag for YouTube videos,"facebook,facebook-graph-api,video,youtube",21,21
0,8345272,49282165,WebSocket connection to 'ws://localhost:4000/sockjs-node/612/2pdjfv15/websocket' failed: Connection closed before receiving a handshake response error,"angular,webpack,websocket,webpack-dev-server,browser-sync",21,21
2,6031367,49461299,How does scipy.minimize handle NaN's?,"python,optimization,scipy,nan,minimize",21,21
1,9876130,50625502,LibXL: excel cross-sheet formulas not updated,"c++,excel,office365,libxl",21,21
2,2947424,49124735,Uwp app crash immediately after compiled with .net native toolchain,"c#,.net,uwp,windows-store-apps",21,21
0,4619179,50091110,Netty: Idle State Handler is not showing if channel is idle,"java,netty",21,21
0,4866692,51927906,Swagger. How to define file download operation correctly,"swagger,swagger-codegen,swagger-editor",21,21
1,5937519,53479771,Run Selenium parallel test on Azure batch,"r,selenium,foreach,rselenium,azure-batch",21,21
1,5986598,50654556,Spotify Web API - Authenticate user via native mobile app rather than browser?,"javascript,ios,spotify",21,21
0,11053858,54661171,"what is the meaning of security_token in system, native_context in global in node heap snapshot","node.js,heap-memory",21,21
1,3698232,56130244,How to add a user exception to “Require pull request reviews before merging” option in git protected branch?,"github,circleci",21,21
1,7598296,50052245,"Removing SCNNode nodes from scene.rootNode is causing a crash, in SceneKit","ios,swift,scenekit",21,21
0,9120281,58302215,GoogleAnalytics.Property 'parameters' on Entity 'GAIHit' is using nil or an insecure NSValueTransformer,"ios,objective-c,google-analytics",22,22
1,855472,50546154,Documenting class attributes with type annotations,"python,python-3.6,python-sphinx,autodoc,sphinx-napoleon",23,23
1,594763,12363253,Why is Xcode auto indentation is so bad? And how can I make it any better?,"xcode,indentation,code-formatting",23,23
0,6382895,52812033,Getting DeadSystemException on Samsung SMG950U (Android 8.0.0) and SM 955 (Android 8.0.0),"android,crash,samsung-mobile",22,22
0,10264178,61006626,Is there a command to get latest build number from Firebase App Distribution just like TestFlight latest_testflight_build_number?,"ios,firebase,fastlane,firebase-app-distribution",22,22
2,719841,15281200,Click overlay marker in Google Maps with capybara-webkit,"capybara,capybara-webkit",23,23
0,6183021,56262137,Slow sass-loader Build Times with Webpack,"webpack,build,sass,webpacker,sass-loader",21,21
0,84704,11033956,How do I write a TDBCtrlGrid VCL Style custom class?,"delphi,delphi-xe2,vcl-styles",23,23
2,496413,16626182,phantomjs compile with webGL,"qt,webgl,phantomjs,qtwebkit",23,23
1,237403,47690768,Integrating JavaScript web plugin in Ionic 2,"javascript,jquery,ionic2,applozic",23,23
0,8119401,44758262,How to implement Steam Auth with Firebase?,"javascript,node.js,firebase,firebase-authentication,steam",23,23
7,1091436,23243533,what makes a variable be visible (intellij idea),"scala,intellij-idea",23,23
0,650261,54245623,Optimizing subgraph of large graph - slower than optimizing subgraph by itself,"python,tensorflow",23,23
0,4140668,56419723,Which of these implementations of seqlock are correct?,"c,rust,atomic,memory-barriers",23,23
0,5520753,54863255,How to create only one copy of graph in tensorboard events file with custom tf.Estimator?,"python,tensorflow,tensorboard,tensorflow-datasets,tensorflow-estimator",23,23
0,2898801,56518902,Why do I get “identifier is undefined” or “not available” when inspecting a Rust variable in the Visual Studio debugger?,"debugging,visual-studio-code,rust",23,23
0,155186,63078880,Why does Archive fail if there is code for SwiftUI Previews in the Preview Content folder?,"swift,xcode,swiftui",23,23
2,706628,53291729,Android app runs very slowly after resuming from breakpoint,"android,android-studio,android-debug,android-studio-3.2",23,23
1,584392,16664404,Ignore WebSocket connection in Spring Security SavedRequest,"grails,spring-security,websocket,atmosphere",24,24
0,325320,16765341,Chicago Boss: Routes does not work in production mode?,"erlang,chicagoboss",24,24
1,5657406,44619595,Passive event listener in Select Tag,"javascript,jquery,html,css",23,23
0,1639586,25873329,Using PacketFilter to transparently proxy packets in OS X,"macos,networking,osx-mavericks,firewall,openbsd",24,24
0,1868323,30489700,ExecuteRequestHandler spent most of the time,"performance,iis-7.5,newrelic,azure-cloud-services",24,24
2,14738,33163306,iOS SecTrustRef Always NULL,"ios,objective-c,ssl,tcp",24,24
3,866220,32579461,nginx set remaining count for limit_req in X-RateLimit-Remaining header,"nginx,server,devops",25,25
1,2234898,17856595,OpenERP font-family: 'Free 3 of 9' for barcode is not working in report webkit,"css,fonts,webkit,odoo,mako",24,24
4,6374527,54563854,How to animate Flutter layout on keyboard appearance,"ios,dart,flutter",25,25
2,2085626,37369129,"Template partial specialization for integral non-type parameters and non-integral non-types, difference between g++ and clang","c++,templates,template-specialization,partial-specialization",25,25
4,8726546,49964863,VS Code breakpoints jump to other lines,"javascript,node.js,testing,visual-studio-code,jestjs",25,25
2,97614,35182686,Why do my PDB's for my VB6 project not match the generated dll?,"vb6,debug-symbols,pdb-files",25,25
1,61320,7775958,"FB.ui feed dialog is “ignoring” the picture attribute, using cached og:image tag instead","facebook,dialog,feed,image,fb.ui",25,25
1,2059100,18938682,Clang Error: Reference to NSUTF8StringEncoding is ambiguous,"xcode,xctest,nsstringencoding",24,24
0,150136,12811859,How to make a composite manifest for Microsoft smooth streaming,"silverlight,iis,manifest,composite,smooth-streaming",25,25
1,2506238,19765012,Failed to receive system gesture state notification before next touch,"ios,objective-c,uiviewanimation,uipinchgesturerecognizer",25,25
2,1399059,25633748,Upgrading Grails MongoDB GORM broke projections on list properties,"mongodb,grails,gorm,gorm-mongodb",25,25
4,5764616,34687024,Invalid WS Security Header - IRS ACA SOAP Request,".net,web-services,wcf,soap,irs",25,25
1,2385565,27166192,HTML 5 File input with iOS and Android [Cordova/Phonegap],"android,ios,html,cordova",25,25
0,3728012,24152748,many parallel applications of a sequential transform in repa,"haskell,sequential,repa",25,25
0,753990,12868117,How to get GHCi to load the opengl package under GHC 7.6.1 x86-64 Windows 7?,"opengl,haskell,ghci",25,25
1,2404943,28557567,"In RubyMine, how to preview a file's contents by selecting it like in Sublime Text?",rubymine,25,25
1,783504,28378086,Drupal 7 and Omega 3 - how to force use of desktop menu when grid is fluid,"drupal,drupal-7",25,25
1,4895387,30212825,How to convert Rep[T] to T in slick 3.0?,"slick,slick-3.0",25,25
1,1160554,30505666,"Sitecore 8, MVC, Experience Editor: How to make a rendering refresh after a Field Editor Button has been used","sitecore,sitecore-mvc,sitecore8",25,25
2,377920,15071589,Restrict Google Places Autocomplete to return addresses only,google-places-api,25,25
1,2334509,22714624,Write/create file within Android Instrumentation context,"android,testing,android-context,instrumentation",25,25
2,1543737,32668498,error: <identifier> expected with package com.native,"android,react-native",25,25
0,5247504,32121361,AVPlayer frame animation,"ios,swift,video,avfoundation",25,25
2,1035897,38407128,How to generate video file from QImage sequence using QMediaRecorder in Qt5 C++,"c++,qt5,video-encoding,qmediarecorder,qmediaservice",25,25
1,131717,32310291,Web API 2 RegisterExternal Account with existing access token,".net,asp.net-web-api,asp.net-web-api2",25,25
1,6454116,39003884,"Install heroku cli on linux *without* root, and *no auto update*","heroku,command-line-interface",25,25
1,1454813,38595363,Slack Attachment Width and Wrapping Issues,"attachment,slack,slack-api",25,25
1,6561309,42664398,Google OAuth Client with Angular/Ionic: How do I find the redirect_uri?,"angular,ionic2,google-plus-signin",25,25
2,3814319,37899365,MS Bot Builder: how to set session data to proactive message?,"c#,botframework",25,25
3,6511546,44150310,openAi-gym NameError,"python,python-3.x,nameerror,windows-subsystem-for-linux,openai-gym",25,25
0,334493,46128633,How to filter a nested relation in Room?,"android,sqlite,android-room",26,26
0,704836,44397765,Play Store updates/installs app using a different account than the one the user made IAP through,"google-play,in-app-purchase,google-play-services,in-app-billing",25,25
2,7343596,50434522,Xcode 9 folder references with custom project template,"ios,xcode,templates,directory,project",26,26
1,535630,51490707,AWS Cognito's SMS Multi Factor Authentication returns invalid code or auth state,"go,aws-cognito",26,26
2,2688543,51023178,Stitching secure subscriptions using makeRemoteExecutableSchema,"graphql,apollo,apollo-server,graphql-subscriptions,graphql-tools",26,26
1,2292448,26712241,How to find and fix a Rails and Couchbase memory leak,"ruby-on-rails,ruby,caching,couchbase",27,27
2,711659,48867536,Chrome update slowed Ajax/Angular Network rendering and loading,"angularjs,ajax,performance,google-chrome",26,26
4,440093,4566435,How to get libcap (Linux capabilities library) for Android?,"android,linux-capabilities",27,27
1,3151675,46938286,"Xcode - sort files by name, put folders (groups) first",xcode,26,26
1,628228,49940530,What System.Drawing classes count as GDI objects?,"c#,winforms,gdi+",27,27
1,5867542,50304096,How to quantize all nodes except a particular one?,tensorflow,26,26
1,1785984,13955606,Why has `android:screenOrientation=“behind”` no effect in android 4.1.2?,"android,android-activity,orientation,screen-orientation,android-orientation",27,27
0,446519,14605765,Unit-Test project fails to build after installing .NET 4.5,"wpf,unit-testing,.net-4.5,icommand,vs-unit-testing-framework",27,27
0,4076688,26492658,How to Update Frames for all Size Classes in a Storyboard in Xcode 6.1?,"xcode6,scene,size-classes",27,27
0,4081597,30227574,How to create a CocoaPod with nested git submodules?,"git,cocoapods,git-submodules",27,27
2,6223726,40273711,Some documentation features not working in Xcode 8,"swift,xcode,documentation,xcode8",27,27
0,4337240,40048404,debugserver died with an exit status of 0x00000000,"ios,xcode,ios-simulator",27,27
0,4268574,41379885,What is the “:ABPerson” string in CNContact identifier?,"ios,objective-c,cncontact",27,27
3,30280,12788121,What's different about Screensaver preview in Windows 8?,"wpf,windows-8,screensaver",27,27
2,-1,30027028,Parse error codes 209 and -34018,"ios,parse-platform",27,27
2,1531885,46420974,Owned type mapping EF Core fails when saving,"c#,.net-core,entity-framework-core",27,27
1,1331773,37778833,UnhandledErrorDetected: Unspecified error COMException,"win-universal-app,uwp,windows-10-universal,windows-10-mobile",27,27
1,10818494,64767285,iPhone 12 mini screen parameters are unexpected,ios,27,27
1,1499416,41807115,Phantom RStudio Errors,"r,rstudio,macos-sierra",28,28
1,2139044,45064522,Android app crashes at start with “E/dex2oat: Failed to create oat file” and “non-0 exit status”,"java,android,android-studio,logcat,dex",27,27
1,8360272,49619076,DefaultRenderer error in xamarin.forms (Android),"android,mobile,xamarin.forms,renderer",27,27
0,967484,27805894,xCode6 how to disable “Lost connection to iPhone” message when unplugging a device?,"iphone,debugging,ios8,xcode6",28,28
1,3685148,30685707,What is the difference between Dataflow programming and Reactive programming?,"computer-science,reactive-programming,dataflow,paradigms,glossary",28,28
0,3402703,48485754,DiagrammeR mermaid: inconsistent results in rmarkdown ioslides,"r,r-markdown,ioslides,diagrammer,mermaid",27,27
0,1311272,62532760,"SwiftUI warning: `Attempting -[UIContextMenuInteraction dismissMenu], when not in an active state`","swiftui,xcode12",27,27
0,5081272,31225290,Galera 10 cluster node dropping queries,"mariadb,galera",28,28
1,1151242,32255666,InterruptedException when debugging Android app,"android,debugging,interrupted-exception",28,28
2,290696,20501591,Ebean - Dynamic Query - Prepared Statement's Mismatched Parameter Count Error,"java,mysql,playframework-2.0,ebean",29,29
4,1518273,30859572,How to reset view to original state after using animators to animates its some properties?,"android,animation,objectanimator,viewpropertyanimator",29,29
0,2191417,63951616,Xcode 12 IPHONEOS_DEPLOYMENT_TARGET warning for SPM dependencies,"xcode,swift5,swift-package-manager,xcode12",28,28
1,789756,46582922,JEP 295 AOT: Objects compiled multiple times,"java,java-9,aot,jep,java-aot",29,29
1,5069515,31161209,Connecting to Mongo database through SSH tunnel in Java,"java,mongodb,ssh,jsch,tunnel",29,29
1,12153542,58201291,Chrome autocomplete lock inputs like they are not clickable,"javascript,html,angular,google-chrome,frontend",29,29
0,867671,32170982,Materialize the Value for a Type that has One Inhabitant,"scala,macros,shapeless,type-level-computation",28,28
0,1179593,63273838,Why am I getting “Indicate whether to send a cookie in a cross-site request by specifying its SameSite attribute”?,"cookies,express-session",28,28
